timestamp,user,operation,path,is_directory,old_name,new_name,success
2024-06-01 09:29:10,carol,mkdir,C:/Users/carol/Documents/reports,True,,,"True"
2024-06-01 09:29:15,carol,listdir,C:/Users/carol/Documents,True,,,"True"
2024-06-01 09:29:20,carol,mkdir,C:/Users/carol/Documents/reports/2024,True,,,"True"
2024-06-01 09:29:25,carol,rename,C:/Users/carol/Documents/reports/2024,True,2024,annual_reports,"True"
2024-06-01 09:29:30,carol,listdir,C:/Users/carol/Documents/reports,True,,,"True"
2024-06-01 09:29:35,carol,rmdir,C:/Users/carol/Documents/reports/annual_reports,True,,,"True"
2024-06-01 09:29:40,carol,rmdir,C:/Users/carol/Documents/reports,True,,,"True"
2024-06-01 09:30:01,dave,getcwd,C:/Users/dave,False,,,"True"
2024-06-01 09:30:05,dave,chdir,C:/Users/dave/Desktop,True,,,"True"
2024-06-01 09:30:10,dave,mkdir,C:/Users/dave/Desktop/test,True,,,"True"
2024-06-01 09:30:15,dave,listdir,C:/Users/dave/Desktop,True,,,"True"
2024-06-01 09:30:20,dave,rename,C:/Users/dave/Desktop/test,True,test,testing,"True"
2024-06-01 09:30:25,dave,rmdir,C:/Users/dave/Desktop/testing,True,,,"True"
2024-06-01 09:31:01,emma,getcwd,C:/Users/emma,False,,,"True"
2024-06-01 09:31:05,emma,chdir,C:/Users/emma/Documents,True,,,"True"
2024-06-01 09:31:10,emma,mkdir,C:/Users/emma/Documents/assignments,True,,,"True"
2024-06-01 09:31:15,emma,listdir,C:/Users/emma/Documents,True,,,"True"
2024-06-01 09:31:20,emma,mkdir,C:/Users/emma/Documents/assignments/week1,True,,,"True"
2024-06-01 09:31:25,emma,rename,C:/Users/emma/Documents/assignments/week1,True,week1,week01,"True"
2024-06-01 09:31:30,emma,listdir,C:/Users/emma/Documents/assignments,True,,,"True"
2024-06-01 09:31:35,emma,rmdir,C:/Users/emma/Documents/assignments/week01,True,,,"True"
2024-06-01 09:31:40,emma,rmdir,C:/Users/emma/Documents/assignments,True,,,"True"
2024-06-01 09:32:01,frank,getcwd,C:/Users/frank,False,,,"True"
2024-06-01 09:32:05,frank,chdir,C:/Users/frank/Projects,True,,,"True"
2024-06-01 09:32:10,frank,mkdir,C:/Users/frank/Projects/python,True,,,"True"
2024-06-01 09:32:15,frank,listdir,C:/Users/frank/Projects,True,,,"True"
2024-06-01 09:32:20,frank,rename,C:/Users/frank/Projects/python,True,python,python3,"True"
2024-06-01 09:32:25,frank,rmdir,C:/Users/frank/Projects/python3,True,,,"True"
2024-06-01 09:33:01,grace,getcwd,C:/Users/grace,False,,,"True"
2024-06-01 09:33:05,grace,chdir,C:/Users/grace/Documents,True,,,"True"
2024-06-01 09:33:10,grace,mkdir,C:/Users/grace/Documents/notes,True,,,"True"
2024-06-01 09:33:15,grace,listdir,C:/Users/grace/Documents,True,,,"True"
2024-06-01 09:33:20,grace,mkdir,C:/Users/grace/Documents/notes/python,True,,,"True"
2024-06-01 09:33:25,grace,rename,C:/Users/grace/Documents/notes/python,True,python,python_notes,"True"
2024-06-01 09:33:30,grace,listdir,C:/Users/grace/Documents/notes,True,,,"True"
2024-06-01 09:33:35,grace,rmdir,C:/Users/grace/Documents/notes/python_notes,True,,,"True"
2024-06-01 09:33:40,grace,rmdir,C:/Users/grace/Documents/notes,True,,,"True"
2024-06-01 09:34:01,henry,getcwd,C:/Users/henry,False,,,"True"
2024-06-01 09:34:05,henry,chdir,C:/Users/henry/Desktop,True,,,"True"
2024-06-01 09:34:10,henry,mkdir,C:/Users/henry/Desktop/test,True,,,"True"
2024-06-01 09:34:15,henry,listdir,C:/Users/henry/Desktop,True,,,"True"
2024-06-01 09:34:20,henry,rename,C:/Users/henry/Desktop/test,True,test,testing,"True"
2024-06-01 09:34:25,henry,rmdir,C:/Users/henry/Desktop/testing,True,,,"True"
2024-06-01 09:35:01,irene,getcwd,C:/Users/irene,False,,,"True"
2024-06-01 09:35:05,irene,chdir,C:/Users/irene/Documents,True,,,"True"
2024-06-01 09:35:10,irene,mkdir,C:/Users/irene/Documents/reports,True,,,"True"
2024-06-01 09:35:15,irene,listdir,C:/Users/irene/Documents,True,,,"True"
2024-06-01 09:35:20,irene,mkdir,C:/Users/irene/Documents/reports/2024,True,,,"True"
2024-06-01 09:35:25,irene,rename,C:/Users/irene/Documents/reports/2024,True,2024,annual_reports,"True"
2024-06-01 09:35:30,irene,listdir,C:/Users/irene/Documents/reports,True,,,"True"
2024-06-01 09:35:35,irene,rmdir,C:/Users/irene/Documents/reports/annual_reports,True,,,"True"
2024-06-01 09:35:40,irene,rmdir,C:/Users/irene/Documents/reports,True,,,"True"
2024-06-01 09:36:01,jack,getcwd,C:/Users/jack,False,,,"True"
2024-06-01 09:36:05,jack,chdir,C:/Users/jack/Projects,True,,,"True"
2024-06-01 09:36:10,jack,mkdir,C:/Users/jack/Projects/python,True,,,"True"
2024-06-01 09:36:15,jack,listdir,C:/Users/jack/Projects,True,,,"True"
2024-06-01 09:36:20,jack,rename,C:/Users/jack/Projects/python,True,python,python3,"True"
2024-06-01 09:36:25,jack,rmdir,C:/Users/jack/Projects/python3,True,,,"True"
2024-06-01 09:37:01,kate,getcwd,C:/Users/kate,False,,,"True"
2024-06-01 09:37:05,kate,chdir,C:/Users/kate/Documents,True,,,"True"
2024-06-01 09:37:10,kate,mkdir,C:/Users/kate/Documents/assignments,True,,,"True"
2024-06-01 09:37:15,kate,listdir,C:/Users/kate/Documents,True,,,"True"
2024-06-01 09:37:20,kate,mkdir,C:/Users/kate/Documents/assignments/week1,True,,,"True"
2024-06-01 09:37:25,kate,rename,C:/Users/kate/Documents/assignments/week1,True,week1,week01,"True"
2024-06-01 09:37:30,kate,listdir,C:/Users/kate/Documents/assignments,True,,,"True"
2024-06-01 09:37:35,kate,rmdir,C:/Users/kate/Documents/assignments/week01,True,,,"True"
2024-06-01 09:37:40,kate,rmdir,C:/Users/kate/Documents/assignments,True,,,"True"
2024-06-01 09:38:01,liam,getcwd,C:/Users/liam,False,,,"True"
2024-06-01 09:38:05,liam,chdir,C:/Users/liam/Desktop,True,,,"True"
2024-06-01 09:38:10,liam,mkdir,C:/Users/liam/Desktop/test,True,,,"True"
2024-06-01 09:38:15,liam,listdir,C:/Users/liam/Desktop,True,,,"True"
2024-06-01 09:38:20,liam,rename,C:/Users/liam/Desktop/test,True,test,testing,"True"
2024-06-01 09:38:25,liam,rmdir,C:/Users/liam/Desktop/testing,True,,,"True"
2024-06-01 09:39:01,mona,getcwd,C:/Users/mona,False,,,"True"
2024-06-01 09:39:05,mona,chdir,C:/Users/mona/Documents,True,,,"True"
2024-06-01 09:39:10,mona,mkdir,C:/Users/mona/Documents/notes,True,,,"True"
2024-06-01 09:39:15,mona,listdir,C:/Users/mona/Documents,True,,,"True"
2024-06-01 09:39:20,mona,mkdir,C:/Users/mona/Documents/notes/python,True,,,"True"
2024-06-01 09:39:25,mona,rename,C:/Users/mona/Documents/notes/python,True,python,python_notes,"True"
2024-06-01 09:39:30,mona,listdir,C:/Users/mona/Documents/notes,True,,,"True"
2024-06-01 09:39:35,mona,rmdir,C:/Users/mona/Documents/notes/python_notes,True,,,"True"
2024-06-01 09:39:40,mona,rmdir,C:/Users/mona/Documents/notes,True,,,"True"
2024-06-01 09:40:01,nick,getcwd,C:/Users/nick,False,,,"True"
2024-06-01 09:40:05,nick,chdir,C:/Users/nick/Projects,True,,,"True"
2024-06-01 09:40:10,nick,mkdir,C:/Users/nick/Projects/python,True,,,"True"
2024-06-01 09:40:15,nick,listdir,C:/Users/nick/Projects,True,,,"True"
2024-06-01 09:40:20,nick,rename,C:/Users/nick/Projects/python,True,python,python3,"True"
2024-06-01 09:40:25,nick,rmdir,C:/Users/nick/Projects/python3,True,,,"True"
2024-06-01 09:41:01,olivia,getcwd,C:/Users/olivia,False,,,"True"
2024-06-01 09:41:05,olivia,chdir,C:/Users/olivia/Documents,True,,,"True"
2024-06-01 09:41:10,olivia,mkdir,C:/Users/olivia/Documents/reports,True,,,"True"
2024-06-01 09:41:15,olivia,listdir,C:/Users/olivia/Documents,True,,,"True"
2024-06-01 09:41:20,olivia,mkdir,C:/Users/olivia/Documents/reports/2024,True,,,"True"
2024-06-01 09:41:25,olivia,rename,C:/Users/olivia/Documents/reports/2024,True,2024,annual_reports,"True"
2024-06-01 09:41:30,olivia,listdir,C:/Users/olivia/Documents/reports,True,,,"True"
2024-06-01 09:41:35,olivia,rmdir,C:/Users/olivia/Documents/reports/annual_reports,True,,,"True"
